year_month,sharpe,total_profit,win_rate,num_trades,report
2021-04,1.5233557447367916,724.2377694335198,0.6666666666666666,3,SL1.5_PT3.0
2021-05,0.0,0.0,,0,SL1.5_PT3.0
2021-06,3.7412379375665137,1778.6691179553695,0.6666666666666666,3,SL1.5_PT3.0
2021-07,-4.720741793787698,-2244.347401200845,0.0,1,SL1.5_PT3.0
2021-08,-1.031199106313778,-490.2553741493711,0.0,1,SL1.5_PT3.0
2021-09,1.5353604811637167,729.9450925998337,0.5,2,SL1.5_PT3.0
2021-10,-0.8943744553272107,-425.2058409878621,0.0,1,SL1.5_PT3.0
2021-11,2.332986483843509,1109.1545313792165,1.0,1,SL1.5_PT3.0
2021-12,0.8797804061780347,418.2675,1.0,1,SL1.5_PT3.0
2022-01,0.0,0.0,,0,SL1.5_PT3.0
2022-02,4.880958523655953,2320.518057639185,0.6666666666666666,3,SL1.5_PT3.0
2022-03,0.0,0.0,,0,SL1.5_PT3.0
2022-04,0.6858321790718496,326.06012698796656,0.5,2,SL1.5_PT3.0
2022-05,4.664701001841289,2217.70434143179,0.6666666666666666,3,SL1.5_PT3.0
2022-06,-5.169669548623649,-2457.777807671898,0.0,3,SL1.5_PT3.0
